age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
68,Married,2,4,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,1,-100,Favor,-100,10,0,-100,-100,-100,-100,-100,2,2
-99,Married,5,8,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,1,-100,.d:  Do not Know/Cannot Choose,-100,1,1,2,2,2,8,30,-100,2
21,Never married,0,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,1,Favor,4,3,0,7,1,2,-98,6,-100,1
44,Married,0,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,5,-100,.i:  Inapplicable,1,-100,-100,3,2,1,9,0,-100,3
48,Separated,0,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,8,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,3,3
51,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,7,-100,.i:  Inapplicable,-98,-100,-100,-100,-100,4,-100,-100,-100,3
46,Separated,2,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Protestant,0,-100,Favor,-100,3,0,-100,-100,-100,-100,-100,-100,2
38,Married,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,4,1,2,8,14,-100,3
41,Divorced,1,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Christian,3,-100,Favor,-100,2,0,4,2,2,8,0,3,2
-99,Married,0,-100,MALE,Heterosexual or straight,Other,SOME OTHER RACE,Slightly conservative,Protestant,4,-100,.i:  Inapplicable,4,-100,-100,6,2,2,9,0,-100,3
52,Widowed,3,2,FEMALE,Heterosexual or straight,White,WHITE,.d:  Do not Know/Cannot Choose,Jewish,1,-100,Favor,-100,1,4,0,2,1,7,0,-100,2
64,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,4,-100,Oppose,1,6,0,2,2,1,8,0,-100,1
32,Married,1,2,MALE,Heterosexual or straight,Other,ASIAN INDIAN,Slightly conservative,Hinduism,3,-100,Favor,-100,1,5,5,2,1,8,0,2,2
28,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,4,3,1,4,2,3,8,1,-100,1
51,Separated,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Catholic,3,-100,Favor,-100,5,-100,-100,-100,1,-100,-100,-100,2
62,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,2,3
18,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,4,0,1,-100,-100,2,-100,-100,2,1
21,Never married,0,1,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,1,2,-100,-100,-100,-100,-100,1,2
38,Separated,3,8,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,7,-100,Favor,-100,3,40,5,2,2,-98,0,-100,2
27,Never married,1,2,FEMALE,.i:  Inapplicable,Other,AMERICAN INDIAN OR ALASKA NATIVE,Liberal,None,0,-100,Favor,-100,2,0,-100,-100,1,-100,-100,-100,2
39,Separated,3,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,3,-100,Favor,4,2,0,-100,-100,1,-100,-100,-100,1
18,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Other,0,2,.i:  Inapplicable,2,-100,-100,-100,-100,3,-100,-100,-100,3
25,Never married,1,4,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,4,1,Favor,1,1,10,3,2,2,7,3,-100,1
32,Married,3,-100,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,None,0,-100,.i:  Inapplicable,1,-100,-100,4,-98,1,10,7,1,3
34,Never married,3,-100,FEMALE,.d:  Do not Know/Cannot Choose,Other,SOME OTHER RACE,Conservative,Catholic,6,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
25,Married,2,3,FEMALE,.s:  Skipped on Web,Other,AMERICAN INDIAN OR ALASKA NATIVE,Slightly conservative,Protestant,7,-100,Favor,-100,2,0,2,2,2,8,0,-100,2
48,Married,4,5,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,5,2,Oppose,1,0,-100,-100,-100,1,-100,-100,-100,1
36,Married,3,4,FEMALE,.d:  Do not Know/Cannot Choose,White,WHITE,Slightly conservative,Protestant,8,-100,Oppose,-100,2,0,-100,-100,1,-100,-100,-100,2
48,Married,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,2,.i:  Inapplicable,1,-100,-100,5,2,2,10,0,3,3
41,Separated,2,4,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,2,-100,Favor,1,4,-100,0,2,2,7,0,-100,1
39,Married,2,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,-99,-100,.d:  Do not Know/Cannot Choose,-100,5,0,6,2,3,6,1,-100,2
26,Never married,1,1,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,2,-100,Favor,2,1,1,4,1,2,2,3,1,1
38,Never married,0,3,MALE,Heterosexual or straight,Other,SOME OTHER RACE,Liberal,Protestant,1,-100,Favor,-100,2,20,4,2,3,5,10,2,2
50,Never married,0,1,MALE,.i:  Inapplicable,Other,OTHER ASIAN,Extremely liberal,Muslim/islam,0,-100,Favor,4,6,8,19,1,2,7,10,1,1
57,Never married,2,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Catholic,0,2,.i:  Inapplicable,1,-100,-100,1,2,1,9,0,-100,3
42,Never married,0,3,FEMALE,Heterosexual or straight,Other,KOREAN,Slightly conservative,Protestant,5,-100,Favor,-100,1,0,1,2,1,7,0,-100,2
50,Never married,8,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,0,-100,Oppose,-100,2,10,2,2,1,7,0,-100,2
34,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,4,1,Oppose,4,3,8,-100,-100,1,-100,-100,-100,1
48,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,1,1,Favor,4,10,0,1,2,2,7,20,-100,1
42,Divorced,6,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Other,0,1,Favor,4,0,10,-100,-100,4,-100,-100,-100,1
23,Never married,0,2,MALE,Bisexual,Other,HISPANIC,Slightly conservative,Catholic,0,-100,Favor,-100,0,0,8,2,1,7,10,-100,2
34,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,4,1,8,4,2,1,9,2,-100,1
76,Married,3,2,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,"Moderate, middle of the road",Muslim/islam,8,-100,Favor,-100,1,10,-100,-100,-100,-100,-100,-100,2
36,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,3,-100,Favor,-100,1,10,6,2,2,9,5,-100,2
52,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,1,1,Favor,4,2,10,6,2,1,9,1,2,1
81,Married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,2,Favor,1,2,7,-100,-100,-100,-100,-100,2,1
57,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,1,.i:  Inapplicable,3,-100,-100,3,2,1,10,0,-100,3
35,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,5,-100,Favor,4,0,10,1,2,1,9,14,-100,1
20,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,1,16,5,1,2,6,0,3,2
49,Divorced,1,2,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,Liberal,Catholic,2,2,Favor,4,2,3,8,2,1,10,3,-100,1
50,Widowed,2,2,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,2,9,3,2,2,10,1,-100,2
25,Never married,0,8,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,5,-100,Favor,-100,2,6,2,2,2,8,0,-100,2
49,Never married,3,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,1,-100,Favor,4,5,0,1,2,2,6,3,2,1
62,Married,4,3,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Catholic,6,-100,Favor,4,3,6,3,1,1,9,0,-100,1
64,Widowed,2,-100,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,None,1,1,.i:  Inapplicable,1,-100,-100,8,2,2,-98,0,3,3
21,Never married,0,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,0,-100,Favor,4,1,5,3,2,3,7,10,-100,1
46,Divorced,4,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,0,-100,Favor,-100,6,0,-100,-100,4,-100,-100,2,2
58,Never married,0,3,MALE,"Gay, lesbian, or homosexual",Other,SOME OTHER RACE,"Moderate, middle of the road",Christian,1,-100,Favor,-100,6,1,6,2,2,5,30,-100,2
32,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,2,1,.i:  Inapplicable,4,-100,-100,5,2,1,7,10,-100,3
32,Never married,0,-100,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,0,-100,.i:  Inapplicable,4,-100,-100,5,2,2,6,0,1,3
41,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,4,2,Favor,1,2,0,5,2,1,9,0,2,1
29,Never married,3,-100,FEMALE,Heterosexual or straight,Other,HISPANIC,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,2,2,1,-98,0,-100,3
-99,Married,0,8,MALE,.i:  Inapplicable,Other,OTHER ASIAN,"Moderate, middle of the road",Muslim/islam,7,-100,Oppose,-100,6,2,-97,2,2,-98,0,-100,2
64,Divorced,1,2,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Catholic,2,2,Favor,1,4,0,4,2,2,9,0,-100,1
20,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,2,1,Favor,4,4,14,5,2,2,8,5,-100,1
82,Divorced,5,-100,FEMALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,"Moderate, middle of the road",Protestant,8,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,3,3
31,Never married,2,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,5,-100,Favor,-100,2,15,2,2,1,9,15,-100,2
28,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,5,2,.i:  Inapplicable,4,-100,-100,5,2,1,10,0,2,3
40,Divorced,0,2,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,0,-100,Favor,-100,4,20,10,2,1,9,10,-100,2
43,Never married,2,4,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,0,-100,Favor,1,-98,7,5,2,2,8,0,-100,1
31,Never married,3,-100,FEMALE,Bisexual,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,None,0,1,.i:  Inapplicable,2,-100,-100,-100,-100,3,-100,-100,-100,3
84,Divorced,4,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,6,-100,Favor,-100,6,21,-100,-100,-100,-100,-100,-100,2
79,Widowed,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,6,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
72,Widowed,7,0,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,1,1,Favor,2,5,0,-100,-100,-100,-100,-100,1,1
70,Widowed,4,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,4,-100,Favor,-100,10,-100,-100,-100,-100,-100,-100,-100,2
47,Divorced,8,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,0,-100,Favor,2,8,3,-100,-100,-100,-100,-100,-100,1
28,Married,0,4,MALE,.i:  Inapplicable,Other,HISPANIC,Conservative,Catholic,8,-100,Favor,1,1,0,4,1,3,6,30,-100,1
23,Never married,0,8,MALE,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Slightly conservative,Catholic,7,-100,Favor,4,0,0,3,2,1,-98,4,-100,1
77,Married,0,3,FEMALE,.i:  Inapplicable,Other,KOREAN,Slightly liberal,None,0,1,Favor,4,3,2,-100,-100,2,-100,-100,-100,1
60,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,1,Favor,4,3,10,2,2,3,9,2,-100,1
62,Never married,1,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,3,4,8,2,2,9,0,-100,2
43,Divorced,2,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,7,1,Favor,4,1,8,3,2,2,7,3,-100,1
20,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,4,1,Favor,4,1,5,2,2,1,7,0,-100,1
47,Never married,0,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,3,-100,Favor,-100,4,1,24,2,1,5,0,-100,2
39,Married,3,5,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,3,1,Favor,4,5,15,2,2,2,9,0,-100,1
-99,Divorced,0,2,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,Slightly conservative,Protestant,4,-100,Oppose,-100,4,0,9,2,3,4,30,-100,2
-99,Married,0,-100,FEMALE,Bisexual,White,WHITE,Liberal,None,0,-98,.i:  Inapplicable,4,-100,-100,2,2,3,9,-98,-100,3
46,Married,4,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,1,2,.i:  Inapplicable,2,-100,-100,2,2,2,7,0,-100,3
51,Divorced,2,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,0,1,.i:  Inapplicable,2,-100,-100,8,2,1,5,0,-100,3
44,Widowed,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,-97,-100,.i:  Inapplicable,-97,-100,-100,4,2,3,8,4,-100,3
35,Divorced,2,4,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,3,-100,Favor,-100,0,1,-100,-100,3,-100,-100,-100,2
68,Never married,1,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Jewish,3,1,Favor,4,6,12,10,2,1,9,0,2,1
69,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
22,Married,0,2,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,5,-100,.d:  Do not Know/Cannot Choose,-100,1,10,4,2,1,10,0,-100,2
36,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,4,3,5,6,2,3,9,2,2,1
29,Never married,5,-100,FEMALE,.s:  Skipped on Web,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,2,-100,-100,-100,-100,-100,-100,-100,-100,3
55,Widowed,1,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,5,-100,.i:  Inapplicable,1,-100,-100,2,2,2,7,2,-100,3
-99,Divorced,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,3,-100,Favor,4,3,4,3,2,2,7,5,1,1
34,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,8,-100,Oppose,-100,0,0,3,2,1,10,2,-100,2
76,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,6,-100,Oppose,1,2,2,-100,-100,-100,-100,-100,3,1
41,Married,1,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,-100,Favor,1,1,5,3,2,2,8,2,-100,1
42,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,4,1,Favor,3,2,2,1,2,2,9,0,-100,1
29,Married,5,6,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,20,0,4,2,1,9,0,-100,2
70,Divorced,1,5,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,1,Favor,4,22,0,-100,-100,-100,-100,-100,1,1
39,Divorced,3,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Protestant,7,-98,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,-100,3
53,Divorced,2,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,-100,Favor,4,2,7,7,1,1,8,0,2,1
56,Married,6,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,7,-100,Favor,-100,1,25,4,2,1,8,0,2,2
70,Widowed,8,5,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,3,-100,Favor,-100,3,0,-100,-100,-100,-100,-100,-100,2
74,Widowed,2,4,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,7,1,Favor,1,5,5,5,2,1,9,0,-100,1
23,Never married,1,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,8,1,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,2,3
25,Never married,0,-100,MALE,Bisexual,White,WHITE,Extremely liberal,None,0,1,.i:  Inapplicable,4,-100,-100,3,2,3,7,5,-100,3
60,Married,4,2,FEMALE,.i:  Inapplicable,Other,AMERICAN INDIAN OR ALASKA NATIVE,Conservative,Protestant,4,-100,Oppose,4,0,0,0,2,2,6,30,-100,1
60,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,7,-100,Favor,-100,3,60,2,1,1,7,7,-100,2
58,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,3,-100,Favor,-100,4,1,2,2,3,5,1,-100,2
32,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,4,-100,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,2,3
76,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,None,0,2,Oppose,1,0,7,-100,-100,3,-100,-100,3,1
55,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,3,0,4,2,2,5,30,1,2
31,Never married,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,4,-100,Favor,-100,2,40,1,2,3,8,0,-100,2
45,Never married,8,2,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,0,-100,Favor,-100,24,23,-100,-100,2,-100,-100,-100,2
18,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,None,0,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
38,Never married,2,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,5,-100,Favor,-100,0,3,2,2,1,8,5,-100,2
31,Never married,3,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,4,1,Favor,-97,1,9,-97,2,1,-97,-97,-100,1
40,Divorced,1,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Conservative,Christian,5,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
87,Divorced,7,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,3,-100,Favor,4,7,-100,-100,-100,-100,-100,-100,-100,1
25,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",White,WHITE,Slightly liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,1,2,3,7,2,-100,3
66,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",Protestant,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
23,Never married,0,4,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,5,2,Favor,-99,2,0,7,2,2,6,20,2,1
55,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,1,1,Favor,1,5,1,1,1,2,9,0,2,1
35,Married,0,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Catholic,0,-100,Favor,-100,1,3,3,1,1,9,0,-100,2
31,Divorced,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
71,Widowed,3,8,FEMALE,.i:  Inapplicable,Other,SOME OTHER RACE,Conservative,Protestant,1,-100,Favor,-100,3,1,-100,-100,-100,-100,-100,2,2
34,Separated,1,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,2,Favor,4,0,0,-100,-100,4,-100,-100,-100,1
59,Married,2,4,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Christian,0,1,Favor,2,0,48,-98,2,2,8,0,-100,1
25,Never married,0,-100,FEMALE,Bisexual,Other,SOME OTHER RACE,"Moderate, middle of the road",Catholic,2,2,.i:  Inapplicable,4,-100,-100,1,2,2,7,5,-100,3
51,Divorced,2,8,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Christian,0,-100,Favor,-100,1,8,12,2,1,4,0,-100,2
83,Married,4,2,MALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,0,-100,Oppose,-100,12,0,-100,-100,-100,-100,-100,-100,2
29,Never married,0,2,MALE,Heterosexual or straight,Other,HISPANIC,Slightly liberal,None,0,-100,Favor,-100,0,1,-100,-100,-100,-100,-100,-100,2
47,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,0,-100,Favor,4,3,8,0,2,1,6,0,1,1
21,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,8,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
47,Married,2,2,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,3,-100,Favor,-100,4,20,5,2,2,9,0,-100,2
56,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,Favor,-100,5,5,-100,-100,2,-100,-100,-100,2
27,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,1,1,.i:  Inapplicable,3,-100,-100,4,2,1,8,0,2,3
23,Never married,1,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,0,1,.i:  Inapplicable,4,-100,-100,7,2,1,6,20,-100,3
41,Never married,2,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,1,1,1,2,2,9,2,-100,2
48,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,0,-100,Oppose,-100,4,0,2,2,2,9,0,-100,2
32,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,-100,Favor,1,1,40,1,2,2,8,2,2,1
23,Never married,0,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,12,0,-100,-100,1,-100,-100,-100,2
37,Married,1,8,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,Protestant,2,-100,Favor,-100,0,0,-100,-100,2,-100,-100,2,2
30,Never married,0,5,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,8,-100,Favor,1,20,40,-100,-100,2,-100,-100,-100,1
77,Never married,0,-100,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Catholic,7,-99,.i:  Inapplicable,-99,-100,-100,-100,-100,-100,-100,-100,-100,3
62,Divorced,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,2,-100,Favor,-100,2,20,3,2,2,8,0,-100,2
57,Widowed,0,2,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Conservative,None,1,-100,Oppose,-100,2,0,2,2,2,8,30,-100,2
61,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,.s:  Skipped on Web,-100,-97,5,2,2,3,6,15,-100,2
43,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,2,-100,Favor,4,1,3,1,2,2,10,0,-100,1
46,Widowed,4,-100,MALE,.d:  Do not Know/Cannot Choose,White,WHITE,Slightly conservative,Catholic,4,1,.i:  Inapplicable,4,-100,-100,4,2,1,-98,0,-100,3
